SampleID,SPECIES,ResistanceMechanism,original_path,measured_path,n_antibiotics,n_resistant,n_susceptible,n_intermediate,antibiotic_context
4.33.1,Klebsiella aerogenes,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/4.33.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/4.33.1. measured.jpg,16,3,13,0,"[{'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 27.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'S'}, {'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 25.0, 'Interpretation': 'S'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 20.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 20.0, 'Interpretation': 'S'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 25.0, 'Interpretation': 'S'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'S'}, {'Abbreviation': 'AK', 'Antibiotic': 'Amikacin', 'ZoneDiameter_mm': 20.0, 'Interpretation': 'S'}, {'Abbreviation': 'TOB', 'Antibiotic': 'Tobramycin', 'ZoneDiameter_mm': 18.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 25.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 9.0, 'Interpretation': 'R'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 27.0, 'Interpretation': 'S'}]"
4.34.1,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/4.34.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/4.34.1. measured.jpg,16,0,16,0,"[{'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 29.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 27.0, 'Interpretation': 'S'}, {'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 22.0, 'Interpretation': 'S'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 32.0, 'Interpretation': 'S'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 22.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'S'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 22.0, 'Interpretation': 'S'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 25.0, 'Interpretation': 'S'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 29.0, 'Interpretation': 'S'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 18.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 26.0, 'Interpretation': 'S'}, {'Abbreviation': 'AK', 'Antibiotic': 'Amikacin', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'TOB', 'Antibiotic': 'Tobramycin', 'ZoneDiameter_mm': 20.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 29.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 22.0, 'Interpretation': 'S'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 32.0, 'Interpretation': 'S'}]"
4.35.1,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/4.35.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/4.35.1. measured.jpg,16,4,12,0,"[{'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 28.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'S'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 11.0, 'Interpretation': 'R'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 22.0, 'Interpretation': 'S'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 28.0, 'Interpretation': 'S'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 26.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'S'}, {'Abbreviation': 'AK', 'Antibiotic': 'Amikacin', 'ZoneDiameter_mm': 22.0, 'Interpretation': 'S'}, {'Abbreviation': 'TOB', 'Antibiotic': 'Tobramycin', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 30.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 18.0, 'Interpretation': 'R'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 29.0, 'Interpretation': 'S'}]"
4.36.1,Proteus mirabilis,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/4.36.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/4.36.1. measured.jpg,16,4,11,1,"[{'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 29.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 12.0, 'Interpretation': 'R'}, {'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'I'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 18.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 26.0, 'Interpretation': 'S'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 22.0, 'Interpretation': 'S'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 36.0, 'Interpretation': 'S'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 30.0, 'Interpretation': 'S'}, {'Abbreviation': 'AK', 'Antibiotic': 'Amikacin', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'TOB', 'Antibiotic': 'Tobramycin', 'ZoneDiameter_mm': 22.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 32.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 19.0, 'Interpretation': 'R'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 32.0, 'Interpretation': 'S'}]"
4.37.1,Serratia marcescens,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/4.37.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/4.37.1. measured.jpg,16,6,9,1,"[{'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 28.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 22.0, 'Interpretation': 'R'}, {'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 10.0, 'Interpretation': 'R'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 30.0, 'Interpretation': 'S'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 17.0, 'Interpretation': 'R'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 14.0, 'Interpretation': 'R'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'I'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'S'}, {'Abbreviation': 'AK', 'Antibiotic': 'Amikacin', 'ZoneDiameter_mm': 22.0, 'Interpretation': 'S'}, {'Abbreviation': 'TOB', 'Antibiotic': 'Tobramycin', 'ZoneDiameter_mm': 17.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 27.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 27.0, 'Interpretation': 'S'}]"
4.38.1,Serratia marcescens,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/4.38.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/4.38.1. measured.jpg,16,3,13,0,"[{'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 32.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'S'}, {'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 22.0, 'Interpretation': 'S'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 28.0, 'Interpretation': 'S'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 17.0, 'Interpretation': 'R'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 29.0, 'Interpretation': 'S'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 29.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 27.0, 'Interpretation': 'S'}, {'Abbreviation': 'AK', 'Antibiotic': 'Amikacin', 'ZoneDiameter_mm': 22.0, 'Interpretation': 'S'}, {'Abbreviation': 'TOB', 'Antibiotic': 'Tobramycin', 'ZoneDiameter_mm': 17.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 29.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 32.0, 'Interpretation': 'S'}]"
4.39.1,Enterobacter cloacae,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/4.39.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/4.39.1. measured.jpg,16,4,10,2,"[{'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 30.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 25.0, 'Interpretation': 'S'}, {'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 19.0, 'Interpretation': 'R'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 26.0, 'Interpretation': 'S'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 19.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 22.0, 'Interpretation': 'S'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'I'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'I'}, {'Abbreviation': 'AK', 'Antibiotic': 'Amikacin', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'TOB', 'Antibiotic': 'Tobramycin', 'ZoneDiameter_mm': 20.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 9.0, 'Interpretation': 'R'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 29.0, 'Interpretation': 'S'}]"
4.4.1,Proteus mirabilis,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/4.4.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/4.4.1. measured.jpg,15,2,13,0,"[{'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 33.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 33.0, 'Interpretation': 'S'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 34.0, 'Interpretation': 'S'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 25.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 28.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 28.0, 'Interpretation': 'S'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 32.0, 'Interpretation': 'S'}, {'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 30.0, 'Interpretation': 'S'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'F100', 'Antibiotic': 'Nitrofurantoin (100ug)', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 35.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 29.0, 'Interpretation': 'S'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 34.0, 'Interpretation': 'S'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 25.0, 'Interpretation': 'R'}]"
4.40.1,Enterobacter cloacae,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/4.40.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/4.40.1. measured.jpg,16,8,8,0,"[{'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 28.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'S'}, {'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 26.0, 'Interpretation': 'S'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 19.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 14.0, 'Interpretation': 'R'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 12.0, 'Interpretation': 'R'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 25.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'AK', 'Antibiotic': 'Amikacin', 'ZoneDiameter_mm': 19.0, 'Interpretation': 'S'}, {'Abbreviation': 'TOB', 'Antibiotic': 'Tobramycin', 'ZoneDiameter_mm': 20.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'R'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 27.0, 'Interpretation': 'S'}]"
4.41.1,Serratia marcescens,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/4.41.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/4.41.1. measured.jpg,16,5,11,0,"[{'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 30.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'S'}, {'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 18.0, 'Interpretation': 'R'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 26.0, 'Interpretation': 'S'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 16.0, 'Interpretation': 'R'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 14.0, 'Interpretation': 'R'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 26.0, 'Interpretation': 'S'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 22.0, 'Interpretation': 'S'}, {'Abbreviation': 'AK', 'Antibiotic': 'Amikacin', 'ZoneDiameter_mm': 19.0, 'Interpretation': 'S'}, {'Abbreviation': 'TOB', 'Antibiotic': 'Tobramycin', 'ZoneDiameter_mm': 16.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 32.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 29.0, 'Interpretation': 'S'}]"
4.42.1,Klebsiella aerogenes,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/4.42.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/4.42.1. measured.jpg,16,4,10,2,"[{'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 28.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'S'}, {'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 22.0, 'Interpretation': 'S'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 26.0, 'Interpretation': 'S'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 19.0, 'Interpretation': 'R'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 10.0, 'Interpretation': 'R'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'I'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 28.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'I'}, {'Abbreviation': 'AK', 'Antibiotic': 'Amikacin', 'ZoneDiameter_mm': 20.0, 'Interpretation': 'S'}, {'Abbreviation': 'TOB', 'Antibiotic': 'Tobramycin', 'ZoneDiameter_mm': 20.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 29.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 9.0, 'Interpretation': 'R'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 27.0, 'Interpretation': 'S'}]"
