SampleID,Abbreviation,Antibiotic,ZoneDiameter_mm,Interpretation,SPECIES,ResistanceMechanism,original_path,measured_path,original_exists,measured_exists,label_int,is_resistant
1.10.1,TPZ,Piperacillin/Tazobactam,19.0,R,Klebsiella aerogenes,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.10.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.10.1. measured.jpg,True,True,2,1
1.10.1,AM10,Ampicillin (10ug),6.0,R,Klebsiella aerogenes,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.10.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.10.1. measured.jpg,True,True,2,1
1.10.1,FOX,Cefoxitin,6.0,R,Klebsiella aerogenes,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.10.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.10.1. measured.jpg,True,True,2,1
1.10.1,CRO,Ceftriaxon,26.0,S,Klebsiella aerogenes,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.10.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.10.1. measured.jpg,True,True,0,0
1.10.1,SXT,Sufamethoxazol-Trimethoprim,18.0,S,Klebsiella aerogenes,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.10.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.10.1. measured.jpg,True,True,0,0
1.10.1,CAZ,Ceftazidim,22.0,S,Klebsiella aerogenes,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.10.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.10.1. measured.jpg,True,True,0,0
1.10.1,AK,Amikacin,20.0,S,Klebsiella aerogenes,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.10.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.10.1. measured.jpg,True,True,0,0
1.10.1,TOB,Tobramycin,19.0,S,Klebsiella aerogenes,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.10.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.10.1. measured.jpg,True,True,0,0
1.10.1,ETP,Ertapenem,28.0,S,Klebsiella aerogenes,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.10.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.10.1. measured.jpg,True,True,0,0
1.10.1,AMC,Amoxicillin/Clavulanic acid,13.0,R,Klebsiella aerogenes,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.10.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.10.1. measured.jpg,True,True,2,1
1.10.1,FEP,Cefepim,30.0,S,Klebsiella aerogenes,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.10.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.10.1. measured.jpg,True,True,0,0
1.2.1,CPD,Cefpodoxim,25.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.2.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.2.1. measured.jpg,True,True,0,0
1.2.1,AMC,Amoxicillin/Clavulanic acid,22.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.2.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.2.1. measured.jpg,True,True,0,0
1.2.1,CRO,Ceftriaxon,26.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.2.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.2.1. measured.jpg,True,True,0,0
1.2.1,CIP,Ciprofloxacin,28.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.2.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.2.1. measured.jpg,True,True,0,0
1.2.1,FOX,Cefoxitin,20.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.2.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.2.1. measured.jpg,True,True,0,0
1.2.1,CAZ,Ceftazidim,24.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.2.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.2.1. measured.jpg,True,True,0,0
1.2.1,TPZ,Piperacillin/Tazobactam,20.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.2.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.2.1. measured.jpg,True,True,0,0
1.2.1,SXT,Sufamethoxazol-Trimethoprim,32.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.2.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.2.1. measured.jpg,True,True,0,0
1.2.1,MEM,Meropenem,34.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.2.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.2.1. measured.jpg,True,True,0,0
1.2.1,CN,Gentamicin (10ug),20.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.2.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.2.1. measured.jpg,True,True,0,0
1.2.1,F100,Nitrofurantoin (100ug),14.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.2.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.2.1. measured.jpg,True,True,0,0
1.2.1,ETP,Ertapenem,29.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.2.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.2.1. measured.jpg,True,True,0,0
1.2.1,PEF,Pefloxacin,24.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.2.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.2.1. measured.jpg,True,True,0,0
1.2.1,FEP,Cefepim,28.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.2.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.2.1. measured.jpg,True,True,0,0
1.2.1,AM10,Ampicillin (10ug),9.0,R,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.2.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.2.1. measured.jpg,True,True,2,1
1.3.1,CPD,Cefpodoxim,25.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.3.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.3.1. measured.jpg,True,True,0,0
1.3.1,AMC,Amoxicillin/Clavulanic acid,21.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.3.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.3.1. measured.jpg,True,True,0,0
1.3.1,CRO,Ceftriaxon,30.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.3.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.3.1. measured.jpg,True,True,0,0
1.3.1,CIP,Ciprofloxacin,36.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.3.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.3.1. measured.jpg,True,True,0,0
1.3.1,FOX,Cefoxitin,26.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.3.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.3.1. measured.jpg,True,True,0,0
1.3.1,CAZ,Ceftazidim,26.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.3.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.3.1. measured.jpg,True,True,0,0
1.3.1,TPZ,Piperacillin/Tazobactam,24.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.3.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.3.1. measured.jpg,True,True,0,0
1.3.1,SXT,Sufamethoxazol-Trimethoprim,29.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.3.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.3.1. measured.jpg,True,True,0,0
1.3.1,MEM,Meropenem,34.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.3.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.3.1. measured.jpg,True,True,0,0
1.3.1,CN,Gentamicin (10ug),20.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.3.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.3.1. measured.jpg,True,True,0,0
1.3.1,F100,Nitrofurantoin (100ug),17.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.3.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.3.1. measured.jpg,True,True,0,0
1.3.1,ETP,Ertapenem,33.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.3.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.3.1. measured.jpg,True,True,0,0
1.3.1,FF,Fosfomycin,26.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.3.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.3.1. measured.jpg,True,True,0,0
1.3.1,PEF,Pefloxacin,29.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.3.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.3.1. measured.jpg,True,True,0,0
1.3.1,FEP,Cefepim,32.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.3.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.3.1. measured.jpg,True,True,0,0
1.3.1,AM10,Ampicillin (10ug),21.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.3.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.3.1. measured.jpg,True,True,0,0
1.4.1,CPD,Cefpodoxim,26.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.4.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.4.1. measured.jpg,True,True,0,0
1.4.1,AMC,Amoxicillin/Clavulanic acid,21.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.4.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.4.1. measured.jpg,True,True,0,0
1.4.1,CRO,Ceftriaxon,27.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.4.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.4.1. measured.jpg,True,True,0,0
1.4.1,CIP,Ciprofloxacin,28.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.4.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.4.1. measured.jpg,True,True,0,0
1.4.1,FOX,Cefoxitin,20.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.4.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.4.1. measured.jpg,True,True,0,0
1.4.1,CAZ,Ceftazidim,25.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.4.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.4.1. measured.jpg,True,True,0,0
1.4.1,TPZ,Piperacillin/Tazobactam,20.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.4.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.4.1. measured.jpg,True,True,0,0
1.4.1,SXT,Sufamethoxazol-Trimethoprim,21.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.4.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.4.1. measured.jpg,True,True,0,0
1.4.1,MEM,Meropenem,29.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.4.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.4.1. measured.jpg,True,True,0,0
1.4.1,CN,Gentamicin (10ug),22.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.4.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.4.1. measured.jpg,True,True,0,0
1.4.1,F100,Nitrofurantoin (100ug),6.0,R,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.4.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.4.1. measured.jpg,True,True,2,1
1.4.1,ETP,Ertapenem,29.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.4.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.4.1. measured.jpg,True,True,0,0
1.4.1,PEF,Pefloxacin,25.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.4.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.4.1. measured.jpg,True,True,0,0
1.4.1,FEP,Cefepim,29.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.4.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.4.1. measured.jpg,True,True,0,0
1.4.1,AM10,Ampicillin (10ug),9.0,R,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.4.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.4.1. measured.jpg,True,True,2,1
1.5.1,CPD,Cefpodoxim,35.0,S,Proteus mirabilis,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.5.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.5.1. measured.jpg,True,True,0,0
1.5.1,AMC,Amoxicillin/Clavulanic acid,26.0,S,Proteus mirabilis,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.5.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.5.1. measured.jpg,True,True,0,0
1.5.1,CRO,Ceftriaxon,38.0,S,Proteus mirabilis,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.5.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.5.1. measured.jpg,True,True,0,0
1.5.1,CIP,Ciprofloxacin,38.0,S,Proteus mirabilis,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.5.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.5.1. measured.jpg,True,True,0,0
1.5.1,FOX,Cefoxitin,26.0,S,Proteus mirabilis,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.5.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.5.1. measured.jpg,True,True,0,0
1.5.1,CAZ,Ceftazidim,30.0,S,Proteus mirabilis,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.5.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.5.1. measured.jpg,True,True,0,0
1.5.1,TPZ,Piperacillin/Tazobactam,28.0,S,Proteus mirabilis,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.5.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.5.1. measured.jpg,True,True,0,0
1.5.1,SXT,Sufamethoxazol-Trimethoprim,28.0,S,Proteus mirabilis,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.5.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.5.1. measured.jpg,True,True,0,0
1.5.1,MEM,Meropenem,30.0,S,Proteus mirabilis,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.5.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.5.1. measured.jpg,True,True,0,0
1.5.1,CN,Gentamicin (10ug),20.0,S,Proteus mirabilis,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.5.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.5.1. measured.jpg,True,True,0,0
1.5.1,F100,Nitrofurantoin (100ug),6.0,R,Proteus mirabilis,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.5.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.5.1. measured.jpg,True,True,2,1
1.5.1,ETP,Ertapenem,37.0,S,Proteus mirabilis,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.5.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.5.1. measured.jpg,True,True,0,0
1.5.1,PEF,Pefloxacin,28.0,S,Proteus mirabilis,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.5.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.5.1. measured.jpg,True,True,0,0
1.5.1,FEP,Cefepim,36.0,S,Proteus mirabilis,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.5.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.5.1. measured.jpg,True,True,0,0
1.5.1,AM10,Ampicillin (10ug),28.0,S,Proteus mirabilis,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/1.5.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/1.5.1. measured.jpg,True,True,0,0
